gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,1,0,-0.503757673,1,2,1,0,2,0,2,2,2,0,0,2,1.405491652,1790,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,0,3,0.194041639,5513,Yes
1,0,1,0,-1.114563129,1,2,1,0,2,0,2,0,0,0,1,2,0.685933551,3422,Yes
0,0,1,0,0.799293966,1,2,1,0,2,2,0,2,2,0,1,2,1.339019772,4658,Yes
1,1,1,0,-0.463037309,1,0,0,2,2,0,0,0,2,0,1,0,0.006258578,615,No
1,0,0,0,-0.748079855,0,1,0,0,0,2,2,2,2,0,1,2,-0.324439025,5873,No
0,0,0,0,-1.114563129,1,0,0,0,2,0,0,0,0,0,0,0,-0.472338958,2089,No
0,0,0,0,-1.073842765,1,0,0,2,2,0,0,0,0,0,0,3,-0.319453634,2803,No
0,0,0,0,-0.91096131,1,0,0,0,2,0,0,0,0,0,0,2,-0.450735597,4212,No
0,0,0,1,-1.277444584,1,2,2,1,1,1,1,1,1,0,0,3,-1.308222849,2155,No
0,0,0,0,1.450819786,1,2,0,2,0,0,0,0,0,0,0,3,-0.342718792,3176,No
1,0,1,1,-0.5851984,1,0,1,0,0,2,0,2,2,0,0,3,1.009983966,1306,Yes
0,0,0,0,-0.422316946,1,2,1,0,0,0,0,0,0,1,1,1,0.373515715,1316,No
0,0,0,0,-0.503757673,1,0,0,0,0,0,0,0,0,0,1,2,-0.678401786,6383,No
1,0,1,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,0,2,0.174100075,5501,Yes
1,1,0,0,-0.992402038,1,0,1,0,2,0,0,0,0,0,1,2,0.323661805,4955,Yes
1,0,0,0,-0.91096131,1,0,0,0,0,0,0,0,0,0,1,1,-0.661783816,3698,Yes
1,1,0,0,-0.340876218,1,2,1,0,0,0,0,0,0,0,1,2,0.376839309,1213,Yes
1,0,0,0,0.107047783,1,0,0,2,2,2,0,0,0,1,0,3,-0.118376197,1655,No
1,0,1,1,-0.381596582,1,0,1,0,2,2,2,0,0,1,0,3,0.732463867,1544,No
0,1,0,0,-1.073842765,1,0,1,0,0,0,0,2,2,0,1,2,0.817215514,4686,No
0,0,0,0,-0.829520583,1,0,2,1,1,1,1,1,1,0,0,3,-1.497667707,1823,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.47938794,1611,No
0,0,1,1,1.572980877,1,0,1,0,0,2,0,0,0,2,0,2,0.375177512,4517,No
1,1,1,0,0.107047783,1,2,1,0,0,2,0,2,2,0,1,2,1.197767027,2977,No
1,0,1,1,0.310649601,1,2,0,0,0,2,0,2,2,0,1,2,0.325323602,2613,No
0,0,0,1,-1.277444584,1,0,1,2,0,0,0,0,0,0,1,3,0.293749459,5668,Yes
1,0,0,0,-0.381596582,1,0,0,0,0,0,0,2,2,1,1,0,0.004596781,922,No
0,1,0,0,-1.155283493,1,2,1,0,0,0,0,2,2,0,1,2,1.019954748,3387,Yes
1,0,0,0,-1.155283493,1,0,1,0,0,2,2,0,2,0,1,2,0.852113251,3083,No
0,0,1,1,1.450819786,0,1,0,0,2,2,2,2,2,2,0,1,-0.148288543,3498,No
1,0,0,1,0.229208874,1,2,1,0,2,0,0,0,0,0,1,3,0.567945964,2732,No
1,0,1,1,0.799293966,1,2,2,1,1,1,1,1,1,2,0,3,-1.328164413,417,No
1,1,1,0,-0.015113308,1,2,1,0,0,0,0,0,0,0,1,2,0.336956181,1943,Yes
1,0,1,1,-0.1372744,1,0,0,0,0,2,2,2,2,2,0,3,0.358559542,1683,No
1,1,1,1,0.229208874,1,2,1,0,2,0,0,2,2,0,0,2,1.209399606,3220,No
1,0,0,1,0.636412511,1,2,0,2,0,2,0,2,2,1,1,1,0.46491455,3173,No
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,0,-1.51262388,1480,No
0,0,0,0,-0.422316946,1,0,1,2,0,0,2,0,2,0,1,2,0.807244732,1460,No
0,0,0,0,0.432810693,1,2,1,2,2,2,2,2,2,2,0,1,1.671379172,4134,No
0,1,1,0,-1.114563129,1,0,1,0,0,0,0,0,0,0,1,2,0.152496714,2954,No
1,0,0,0,-1.114563129,1,0,1,0,0,0,0,2,0,0,1,2,0.526401039,3547,Yes
1,0,1,1,0.758573602,1,2,1,2,2,0,2,2,2,1,0,1,1.505199472,4697,No
1,0,0,0,1.572980877,1,0,2,1,1,1,1,1,1,2,1,1,-1.491020519,643,No
0,0,1,1,0.229208874,1,0,0,2,2,0,2,2,2,1,0,1,0.516430257,2658,Yes
1,1,1,0,-0.340876218,1,0,1,0,0,2,0,2,2,0,1,2,0.943512086,1867,Yes
1,0,1,0,0.107047783,1,2,1,0,0,0,2,2,0,0,1,1,0.888672785,2813,No
0,1,0,0,0.880734693,1,2,0,2,2,0,2,2,2,1,0,0,0.587887528,3700,Yes
0,0,1,1,1.61370124,0,1,0,0,2,2,2,2,2,2,1,2,-0.158259325,3633,No
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,1,2,-0.663445613,3748,No
0,0,1,1,-0.951681674,1,0,0,2,0,0,0,0,0,1,0,3,-0.537149041,3600,No
1,0,0,0,1.491540149,0,1,0,2,2,0,2,2,2,2,1,0,-0.156597528,3568,No
0,0,1,0,0.799293966,1,2,1,0,2,0,2,2,2,0,1,1,1.260915313,4322,No
0,1,1,0,-0.870240946,1,0,1,0,0,0,2,2,0,0,1,2,0.602843701,6284,No
0,1,0,0,-1.23672422,1,0,1,0,0,0,0,0,0,0,1,2,0.185732654,708,Yes
0,1,1,1,-0.177994763,0,1,0,0,0,0,0,2,0,0,1,2,-0.959245479,6494,No
0,1,0,0,-0.625918764,1,2,1,0,0,2,0,0,0,0,1,1,0.594534716,869,No
0,0,1,1,0.107047783,1,0,2,1,1,1,1,1,1,2,1,3,-1.492682316,5709,No
0,0,0,0,-0.992402038,1,0,2,1,1,1,1,1,1,1,1,3,-1.514285677,1070,No
1,0,0,0,0.554971784,1,2,1,0,2,2,0,2,0,1,1,1,1.001674981,3761,No
0,0,0,0,-1.033122401,1,2,1,0,0,0,0,0,0,0,1,2,0.302058444,4306,Yes
0,0,0,0,-1.23672422,1,2,1,0,0,2,0,0,0,0,0,3,0.526401039,988,Yes
1,0,1,1,1.450819786,1,2,0,0,2,2,2,0,2,1,1,0,0.366868527,4426,Yes
0,0,0,0,0.432810693,1,2,1,0,2,2,0,2,2,2,1,2,1.324063599,4031,Yes
0,0,0,0,1.450819786,1,2,0,2,2,2,2,2,2,2,1,2,0.777332386,5017,No
0,0,0,0,0.147768147,1,0,1,0,2,0,0,2,2,0,1,1,0.998351387,3087,No
1,0,1,0,1.247217967,1,2,1,0,2,2,0,2,2,0,1,2,1.284180471,5270,Yes
0,1,0,0,-0.015113308,1,0,0,0,2,0,2,0,0,0,0,0,-0.336071604,1384,No
0,0,1,0,1.572980877,1,2,0,2,2,2,2,2,2,2,0,1,0.69756613,5054,No
0,0,1,1,1.369379058,1,2,0,2,2,2,0,0,0,0,1,0,0.089348428,3834,No
1,0,0,0,1.247217967,1,0,2,1,1,1,1,1,1,1,0,3,-1.471078955,596,No
0,0,0,1,0.351369965,1,0,2,1,1,1,1,1,1,1,1,1,-1.47938794,6250,No
0,1,0,0,-1.277444584,1,2,1,0,0,0,0,0,0,0,1,2,0.243895549,5622,No
0,0,0,0,-1.23672422,1,0,1,0,0,0,0,2,2,0,1,2,0.852113251,1169,Yes
0,0,1,0,1.532260513,1,0,2,1,1,1,1,1,1,2,0,0,-1.505976692,558,No
0,0,0,0,-0.381596582,0,1,0,0,0,0,0,2,2,0,1,2,-0.658460222,6523,No
0,1,1,0,1.287938331,1,0,1,2,2,2,0,0,2,1,0,0,1.071470455,5175,No
1,0,1,1,0.18848851,1,2,0,2,0,2,2,0,0,2,1,1,-0.065198693,1916,No
1,0,0,1,-0.625918764,1,0,0,0,0,0,0,0,0,1,0,3,-0.670092801,5385,No
0,1,0,0,-1.033122401,1,0,1,0,0,0,0,2,2,0,1,2,0.810568326,4739,No
1,0,1,1,-1.155283493,1,2,1,0,2,2,0,0,0,0,1,0,0.665991987,3201,Yes
0,1,0,0,-0.463037309,0,1,0,2,0,0,0,2,0,0,1,2,-0.759829839,6180,Yes
0,0,0,0,-0.91096131,1,0,1,0,0,0,0,0,2,0,1,0,0.51476846,6194,Yes
0,1,0,0,-0.666639128,1,2,0,2,0,0,0,0,0,0,1,2,-0.354351371,6293,No
1,0,1,0,1.287938331,1,2,1,0,2,0,2,2,2,2,1,2,1.34566696,5392,No
1,1,1,0,-0.218715127,0,1,0,2,0,0,0,0,0,0,0,1,-1.13041057,6040,Yes
1,0,1,1,0.392090329,1,2,1,2,0,0,0,2,2,1,0,2,1.074794049,3433,No
1,0,0,1,-1.114563129,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737,6133,No
0,0,0,0,0.351369965,1,0,1,0,2,0,2,2,2,2,1,0,1.131295147,3385,No
1,0,1,0,1.043616148,1,0,0,0,0,2,0,0,0,1,0,1,-0.480647943,2484,No
0,0,0,0,0.595692147,1,0,2,1,1,1,1,1,1,2,1,3,-1.469417158,6432,No
1,0,0,0,-0.5851984,1,0,1,0,0,0,2,0,0,0,1,0,0.370192121,673,No
1,0,0,0,-1.114563129,1,0,1,0,0,2,0,2,2,0,0,0,1.054852485,4173,Yes
1,0,1,0,-0.381596582,1,0,0,2,0,0,0,0,2,0,1,0,-0.159921122,742,No
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.515947474,1478,No
1,0,1,0,1.572980877,1,2,1,0,0,2,0,2,2,1,1,1,1.126309756,5482,No
1,0,1,1,1.61370124,1,2,1,2,2,2,2,2,2,2,1,1,1.589951119,6074,No
1,0,1,1,0.025607055,1,0,2,1,1,1,1,1,1,1,0,3,-1.467755361,5456,No
1,0,0,0,-1.23672422,1,2,1,0,0,0,0,2,0,0,1,2,0.694242536,1358,Yes
1,0,0,1,-0.340876218,0,1,0,2,0,0,2,0,0,2,0,3,-0.96423087,6136,No
0,0,1,1,0.962175421,1,2,1,0,2,2,2,0,2,1,1,1,1.16286929,4643,No
1,0,0,0,0.18848851,1,0,1,0,2,0,0,2,2,0,1,1,1.041558109,3150,No
0,0,0,0,0.432810693,1,2,0,0,2,2,2,2,2,1,0,1,0.675962769,3162,No
1,0,0,0,-1.277444584,0,1,0,0,0,0,0,0,0,0,0,3,-1.309884646,2154,No
0,0,1,0,-0.300155854,1,2,1,0,0,2,2,2,2,0,1,0,1.335696178,2222,Yes
0,0,0,0,1.16577724,1,2,0,2,2,2,2,2,2,2,0,2,0.827186296,4438,No
1,0,0,0,-0.625918764,1,2,1,0,0,2,2,0,0,1,0,2,0.73080207,751,No
0,0,1,0,0.351369965,1,0,1,0,2,2,2,0,0,1,1,0,0.712522303,2895,No
1,0,0,0,-1.277444584,1,0,0,0,2,0,0,0,0,0,0,3,-0.469015364,4232,Yes
1,1,1,1,1.61370124,0,1,0,2,2,2,2,2,2,2,1,0,0.001273187,4002,No
1,0,0,0,-1.277444584,1,2,1,0,2,0,0,0,2,0,1,1,0.867069424,6327,Yes
1,0,0,0,0.636412511,1,2,1,0,2,2,0,2,2,2,1,0,1.440389389,4285,No
1,1,1,0,-0.870240946,1,0,2,1,1,1,1,1,1,0,0,3,-1.489358722,1761,Yes
0,1,1,0,0.921455057,1,2,1,0,2,2,0,0,0,0,1,2,0.687595348,4120,Yes
0,0,0,0,0.392090329,0,1,0,2,2,2,2,0,2,1,1,2,-0.33274801,1984,No
1,0,0,0,0.473531056,1,2,1,0,0,2,0,0,2,0,1,3,0.852113251,3475,No
1,0,0,1,-1.277444584,1,0,0,0,0,0,0,0,0,0,0,2,-0.690034365,3734,No
0,0,0,0,-0.218715127,1,2,1,0,0,0,0,2,2,0,1,0,1.024940139,2243,No
1,1,1,0,-0.218715127,1,2,0,0,2,2,2,2,2,0,1,0,0.665991987,1945,No
0,1,0,0,-1.23672422,1,0,0,0,0,0,0,0,0,0,1,2,-0.680063583,6299,No
0,0,0,0,-0.544478037,1,0,2,1,1,1,1,1,1,0,0,3,-1.491020519,3164,No
0,1,1,0,0.392090329,1,2,1,0,0,0,0,2,2,0,1,2,1.006660372,3370,No
0,0,0,0,1.369379058,1,2,0,2,2,2,2,2,2,2,1,1,0.840480672,4887,No
1,1,1,0,0.025607055,1,2,1,2,0,2,2,2,2,0,1,0,1.500214081,3188,No
0,0,0,0,0.066327419,1,0,1,0,2,0,0,0,0,0,1,1,0.305382038,2181,Yes
1,1,0,0,0.025607055,0,1,0,0,0,2,2,2,2,0,1,2,-0.337733401,1353,No
0,0,1,1,-0.381596582,1,0,2,1,1,1,1,1,1,1,0,3,-1.486035128,3545,No
0,0,0,0,-0.015113308,1,0,2,1,1,1,1,1,1,1,0,0,-1.49600591,5062,No
0,0,0,0,-0.870240946,1,0,2,1,1,1,1,1,1,1,0,1,-1.486035128,2010,No
1,0,1,1,1.491540149,1,2,1,0,0,2,0,2,2,0,1,1,1.152898508,5523,Yes
0,0,1,0,1.450819786,1,0,0,2,0,0,2,0,0,1,0,0,-0.294526679,3294,No
1,0,0,0,-0.503757673,1,0,2,1,1,1,1,1,1,2,1,3,-1.497667707,3581,No
1,0,0,0,1.61370124,1,0,2,1,1,1,1,1,1,2,1,1,-1.494344113,862,No
1,0,1,1,1.125056876,1,2,1,2,0,2,0,2,0,1,1,0,1.018292951,4792,No
1,1,1,1,-0.015113308,1,0,1,0,2,0,0,2,2,0,1,3,0.970100838,2469,No
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,3,-1.491020519,1492,Yes
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,3,-1.500991301,1486,Yes
1,1,0,0,-1.196003856,1,2,1,0,2,0,0,0,0,0,1,2,0.551327994,1965,Yes
0,0,1,0,0.554971784,1,2,2,1,1,1,1,1,1,1,1,0,-1.339796992,126,No
0,0,1,0,-0.1372744,1,2,1,0,0,0,0,0,0,0,1,2,0.338617978,1765,No
1,0,0,0,0.758573602,1,2,1,0,2,2,2,0,0,0,1,2,0.750743634,3795,No
0,1,1,0,0.636412511,1,0,1,0,0,0,0,0,0,0,1,0,0.195703436,3070,No
0,0,1,1,-0.666639128,1,0,1,0,2,0,0,0,0,0,0,0,0.28211688,364,No
1,0,1,0,1.532260513,1,2,1,0,2,2,2,0,2,2,1,0,1.127971553,5414,No
0,0,1,1,0.310649601,1,2,2,1,1,1,1,1,1,2,1,3,-1.328164413,53,No
0,0,1,1,-0.422316946,1,0,1,0,2,0,0,0,2,0,0,2,0.616138077,1406,Yes
0,1,0,0,-1.277444584,1,0,1,0,0,2,0,0,0,0,1,0,0.350250557,5769,Yes
0,0,1,1,-1.114563129,1,2,2,1,1,1,1,1,1,0,1,3,-1.344782383,584,No
0,0,0,0,-1.033122401,1,0,1,0,0,0,0,0,0,0,1,0,0.169114684,4328,No
1,0,0,1,-0.1372744,1,2,1,0,2,2,2,0,2,1,0,1,1.189458042,2446,No
1,0,1,1,0.473531056,1,2,2,1,1,1,1,1,1,1,0,3,-1.298252067,214,No
0,0,0,0,-0.91096131,0,1,0,2,2,2,0,0,0,0,0,0,-0.799712967,3805,No
0,1,1,0,0.921455057,1,2,0,0,0,0,0,0,0,0,0,0,-0.435779424,2450,No
1,1,1,0,0.799293966,1,2,1,0,2,2,0,2,2,1,1,0,1.340681569,4477,No
0,0,1,1,-0.91096131,1,2,1,0,0,0,0,0,2,0,0,2,0.704213318,6237,No
1,0,0,0,-0.5851984,1,2,1,0,0,0,0,0,0,0,1,0,0.360221339,720,No
0,0,1,0,1.450819786,1,2,0,2,0,0,2,0,0,1,0,0,-0.21642222,3399,No
0,0,1,1,1.16577724,1,0,2,1,1,1,1,1,1,0,1,3,-1.507638489,340,Yes
0,0,1,1,1.61370124,0,1,0,2,2,2,2,2,2,2,1,1,0.014567563,4044,No
1,0,0,0,-1.23672422,1,0,0,2,0,2,0,0,0,0,0,2,-0.375954732,353,No
1,0,0,0,-0.829520583,1,0,0,0,0,0,0,0,0,0,1,0,-0.643504049,4345,Yes
1,0,1,0,0.351369965,1,0,2,1,1,1,1,1,1,2,1,2,-1.49600591,6319,No
0,0,0,0,-0.259435491,0,1,0,0,0,2,2,2,0,0,1,1,-0.675078192,343,No
1,0,1,0,0.147768147,1,0,2,1,1,1,1,1,1,1,0,0,-1.459446376,5624,No
1,0,1,1,1.61370124,1,2,1,2,2,2,2,2,2,2,1,1,1.638143232,6196,No
1,0,1,0,0.107047783,1,2,1,0,0,0,2,0,2,0,1,0,0.833833484,2744,No
1,0,0,0,-1.277444584,1,0,0,0,0,2,2,0,0,0,0,3,-0.322777228,4559,No
0,0,1,1,-0.666639128,1,2,1,2,0,2,2,2,2,0,1,2,1.601583698,1456,No
0,1,0,0,0.677132875,1,2,1,2,0,0,0,2,2,0,0,1,1.222693982,4290,No
0,0,1,0,0.880734693,1,2,1,2,2,2,2,2,2,1,1,3,1.658084796,4944,No
0,0,0,1,-0.5851984,1,2,0,2,0,0,0,0,2,0,0,2,0.001273187,311,No
0,0,1,0,0.147768147,1,0,1,0,0,0,0,0,2,0,0,2,0.519753851,2539,No
0,0,0,0,1.125056876,1,2,1,0,2,2,0,2,2,0,1,2,1.367270321,5156,Yes
0,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,0,3,0.159143902,5447,Yes
0,0,1,1,0.799293966,1,2,2,1,1,1,1,1,1,2,1,0,-1.319855428,498,No
1,0,1,1,-0.992402038,1,0,1,0,0,2,0,2,2,0,1,2,0.99668959,5819,No
1,0,1,1,1.61370124,1,0,1,2,2,0,2,2,2,2,0,0,1.353975945,5832,No
0,0,0,0,1.287938331,1,2,2,1,1,1,1,1,1,1,0,3,-1.331488007,1119,No
0,1,0,0,-0.422316946,1,0,0,2,0,2,2,0,2,0,1,3,0.16579109,981,No
1,0,1,0,1.125056876,0,1,0,0,2,2,2,2,2,0,1,0,-0.151612137,3105,No
0,0,1,1,-0.177994763,1,0,1,0,0,0,0,0,2,0,1,2,0.541357212,1859,Yes
0,0,1,0,1.16577724,1,2,2,1,1,1,1,1,1,2,0,3,-1.341458789,769,No
0,0,0,0,-0.340876218,1,2,1,0,2,2,0,2,2,0,1,2,1.309107426,2139,No
1,0,1,1,-0.177994763,1,0,1,0,2,2,2,2,0,1,0,0,0.935203101,2403,No
0,0,1,1,-0.096554036,1,0,0,0,2,2,2,2,2,2,0,0,0.533048227,2004,No
1,0,1,0,-1.23672422,1,0,2,1,1,1,1,1,1,0,0,3,-1.487696925,3254,No
1,0,0,0,-1.277444584,1,2,1,0,0,0,0,0,0,0,1,2,0.343603369,5768,No
1,0,0,1,-1.073842765,1,0,2,1,1,1,1,1,1,0,0,3,-1.499329504,6,No
0,0,1,0,-0.340876218,1,0,0,0,2,0,0,2,2,0,1,0,0.155820308,1076,No
1,0,1,1,-1.155283493,1,2,1,0,0,2,0,2,2,0,0,2,1.209399606,3297,Yes
1,0,0,0,-1.033122401,1,2,1,0,2,0,0,2,2,0,1,2,1.164531087,5337,Yes
1,1,1,0,1.61370124,1,2,1,2,2,2,2,2,2,2,1,0,1.704615112,6181,No
1,0,0,0,1.532260513,0,1,0,0,0,0,2,0,2,2,1,3,-0.821316328,2425,No
1,1,1,0,1.287938331,1,2,1,0,0,2,2,2,2,2,0,2,1.240973749,5228,No
1,0,1,1,1.61370124,1,2,1,0,2,0,0,2,0,1,1,2,0.828848093,5256,No
0,0,0,1,0.473531056,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519,6263,No
0,0,1,1,-0.788800219,1,0,0,0,0,0,0,0,2,0,0,2,-0.292864882,5689,Yes
0,1,0,0,-0.625918764,1,0,2,1,1,1,1,1,1,1,0,3,-1.466093564,2867,No
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,2,0,1,2,-0.324439025,4558,Yes
1,0,1,0,-0.951681674,1,0,0,0,0,2,0,2,2,0,1,3,0.175761872,4670,No
1,0,1,0,-0.340876218,1,0,0,2,0,0,2,0,0,0,0,3,-0.370969341,578,No
0,0,1,1,-1.277444584,1,0,1,0,2,0,0,0,0,0,1,2,0.330308993,5723,Yes
1,0,0,0,-0.340876218,1,2,1,0,2,0,0,0,0,0,1,2,0.51476846,1432,Yes
1,1,1,1,0.107047783,1,0,0,0,2,0,2,2,2,0,1,2,0.375177512,2386,No
0,0,1,1,-1.033122401,1,0,0,2,2,2,2,2,0,0,1,2,0.363544933,4597,No
1,0,0,0,-1.114563129,1,0,1,0,0,0,2,2,2,0,1,2,1.041558109,3856,Yes
0,0,0,1,-0.707359492,1,0,1,0,0,0,0,0,0,0,0,0,0.140864135,6520,Yes
1,0,1,1,-0.870240946,1,0,2,1,1,1,1,1,1,2,0,3,-1.499329504,1887,No
0,0,1,0,0.636412511,0,1,0,2,0,2,0,0,2,0,1,0,-0.646827643,1763,Yes
0,1,0,0,-0.503757673,1,0,1,0,0,0,0,0,2,0,1,2,0.554651588,1156,No
0,0,1,0,1.61370124,1,2,1,0,2,2,2,2,2,1,1,0,1.453683765,6026,No
0,0,1,1,-0.992402038,1,0,1,0,2,0,0,2,0,0,1,2,0.624447062,5384,Yes
1,0,1,1,1.61370124,1,2,1,0,0,0,0,0,2,2,1,1,0.656021205,5005,No
0,0,0,0,-0.707359492,1,2,1,0,2,0,0,2,2,0,1,2,1.176163666,763,No
1,0,0,0,1.61370124,1,2,0,0,2,2,2,2,2,2,1,0,0.792288559,5047,No
0,0,1,1,-1.318164947,0,1,0,2,0,2,2,2,0,2,1,0,-0.405867078,0,No
1,0,0,1,-1.277444584,1,2,1,0,0,0,0,0,0,0,1,2,0.318676414,5718,Yes
1,0,1,1,1.247217967,1,2,1,0,2,2,0,2,2,2,1,0,1.330710787,5265,No
0,0,0,0,-1.23672422,1,0,0,0,2,0,0,2,0,0,1,2,-0.191495265,270,No
0,0,1,0,-1.23672422,1,0,1,2,0,0,0,0,0,0,1,2,0.320338211,711,Yes
1,1,1,0,1.16577724,1,2,0,0,2,0,0,0,2,1,0,0,-0.023653768,3347,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.474402549,1614,No
1,0,0,0,-0.422316946,0,1,0,0,2,2,0,0,2,1,1,0,-0.69834335,6333,Yes
1,0,1,0,-0.177994763,1,0,0,2,2,0,2,0,0,0,0,3,-0.128346979,1320,No
0,0,1,0,1.532260513,1,0,2,1,1,1,1,1,1,2,0,0,-1.494344113,725,No
0,1,0,0,-1.114563129,0,1,0,0,2,0,0,0,0,0,0,2,-1.206853232,568,Yes
0,0,0,0,-0.829520583,1,2,1,2,2,2,0,0,2,0,1,0,1.161207493,436,Yes
1,0,0,0,0.066327419,1,2,1,2,2,2,2,2,2,1,0,1,1.7112623,3337,No
0,1,1,0,1.572980877,1,2,1,2,0,0,0,0,0,2,1,1,0.529724633,4688,No
0,0,1,1,1.532260513,1,2,0,2,0,0,0,0,2,1,0,0,0.014567563,3873,No
0,0,1,1,0.799293966,1,0,1,2,0,2,2,0,0,0,1,0,0.641065032,3681,No
1,0,0,1,1.491540149,1,2,0,2,2,2,2,2,0,2,1,1,0.488179708,4572,No
0,1,0,0,-0.503757673,1,2,1,0,2,2,0,0,2,0,1,2,0.975086229,1315,Yes
1,0,0,1,-0.870240946,1,2,1,0,0,2,0,0,0,0,1,3,0.439987595,6217,No
1,0,1,0,-1.23672422,1,0,1,0,0,0,2,2,2,0,1,2,0.978409823,1155,Yes
0,0,1,1,-1.073842765,1,2,1,0,0,0,2,0,0,0,1,2,0.523077445,4252,Yes
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.492682316,1491,No
1,1,1,1,-0.503757673,1,0,1,2,0,2,2,0,2,1,0,1,0.981733417,1372,No
1,0,0,0,1.16577724,1,2,1,2,0,2,0,2,2,0,1,2,1.385550088,5094,No
0,1,1,0,-1.114563129,1,2,1,0,0,0,0,0,0,0,1,2,0.318676414,2897,Yes
0,0,0,0,0.962175421,1,2,1,0,2,0,2,2,2,0,1,0,1.352314148,4852,No
1,0,0,0,-0.096554036,1,2,1,2,2,2,2,0,0,0,1,1,1.004998575,2464,No
1,0,0,0,0.310649601,1,2,1,0,0,2,2,2,2,0,0,0,1.330710787,3525,Yes
0,0,0,0,-0.177994763,1,0,0,2,0,0,2,0,0,1,0,3,-0.347704183,982,No
0,1,1,0,-1.114563129,1,0,1,0,0,0,0,0,0,0,0,2,0.175761872,2621,No
0,1,1,0,-0.218715127,1,0,1,2,0,0,0,0,0,0,1,0,0.346926963,1527,Yes
1,0,0,0,-0.829520583,1,0,2,1,1,1,1,1,1,0,0,1,-1.486035128,2296,No
1,0,1,1,1.410099422,1,2,1,0,2,2,0,2,2,1,1,2,1.350652351,5492,No
1,1,1,0,-0.1372744,1,2,0,0,0,0,0,0,0,0,1,2,-0.437441221,819,No
1,0,1,1,0.921455057,1,2,1,0,0,0,0,0,2,0,0,0,0.689257145,3991,No
0,0,0,0,-0.381596582,1,2,1,0,0,0,0,0,0,0,0,0,0.360221339,1280,Yes
1,0,1,0,0.066327419,1,2,1,0,0,2,0,2,2,0,1,2,1.172840072,3017,Yes
1,0,0,0,0.799293966,1,0,1,2,0,2,0,2,0,1,0,2,0.8803638,4006,No
1,1,1,1,1.61370124,1,2,1,2,2,2,2,2,2,2,1,1,1.69464433,6170,No
1,0,1,1,1.043616148,1,2,1,0,2,0,2,2,0,1,1,1,0.995027793,4510,No
1,0,1,1,0.107047783,1,0,2,1,1,1,1,1,1,2,0,3,-1.500991301,5417,No
0,1,0,0,0.962175421,1,2,1,0,2,2,2,2,0,2,1,0,1.167854681,4709,No
0,0,1,1,-0.340876218,1,0,2,1,1,1,1,1,1,2,1,1,-1.451137391,4150,No
1,0,1,1,1.532260513,1,0,2,1,1,1,1,1,1,2,0,1,-1.486035128,656,No
1,0,0,0,-1.23672422,1,0,1,0,0,0,0,2,0,0,1,2,0.504797678,1251,No
1,1,1,1,1.450819786,1,2,1,0,0,2,2,2,2,1,1,1,1.408815246,5702,No
0,0,0,0,-1.277444584,1,2,1,0,0,0,0,0,2,0,1,2,0.672639175,6206,Yes
1,0,0,0,-0.829520583,1,2,1,0,0,2,0,2,0,0,1,2,0.823862702,42,No
0,0,1,0,1.247217967,1,2,1,0,2,0,0,0,0,0,1,0,0.557975182,4257,No
0,0,1,1,0.025607055,1,0,0,2,2,2,0,0,0,1,1,3,-0.209775032,1557,No
0,0,1,0,1.491540149,1,0,1,0,2,0,0,2,2,1,1,1,1.026601936,5344,No
0,0,1,1,1.125056876,1,0,0,0,2,2,2,2,2,2,1,0,0.526401039,4191,No
0,0,1,1,1.61370124,1,2,1,2,2,2,2,2,2,2,1,0,1.606569089,6111,No
0,0,0,0,-0.870240946,1,2,0,0,0,0,0,0,2,0,1,3,-0.193157062,4922,No
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.502653098,1485,No
1,0,0,0,-0.91096131,1,2,1,0,0,0,0,2,0,0,1,0,0.707536912,6154,Yes
1,0,0,0,-0.788800219,0,1,0,2,0,0,2,2,0,0,1,1,-0.638518658,4892,Yes
1,0,1,1,0.066327419,1,0,1,0,0,0,0,0,2,1,1,0,0.471561738,2292,No
1,0,1,1,0.269929238,1,0,1,0,2,0,0,2,0,0,1,3,0.715845897,2843,Yes
0,0,0,0,1.328658694,1,2,1,0,2,0,2,2,2,1,1,0,1.339019772,5345,No
